,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
419,2128204726,24159,10.1111/J.1467-9485.1972.TB00517.X,Journal,the economic influences on internal labour force migration1,The Economic Influences On Internal Labour Force Migration1,,1972,1972-06-01,,Blackwell Publishing Ltd,111496547.0,,,19.0,2.0,151.0,173.0,12,14,14,Scottish Journal of Political Economy,,,,2016-06-24,2809891414.0,195460627.0,1.0,R. A. Hart,University of Aberdeen,19044.0,r a hart,R. A. Hart,195460627.0,3.0,3.0,24.0,2018-07-10
420,2514365640,32296,10.1086/254402,Journal,stabilization of the petroleum industry leonard m logan jr,"Stabilization of the Petroleum Industry. Leonard M. Logan, Jr.",,1932,1932-10-01,,,95323914.0,,,40.0,5.0,717.0,719.0,0,0,0,Journal of Political Economy,,,,2016-09-16,3037987036.0,,1.0,George Ward Stocking,,19617.0,george ward stocking,George Ward Stocking,,5.0,5.0,0.0,2020-07-02
421,1916132677,26594,,Journal,анализ полезности при выборе среди альтернатив предполагающих риск,"Анализ полезности при выборе среди альтернатив, предполагающих риск",,1958,1958-01-01,,,95323914.0,,,,,,,0,0,0,Journal of Political Economy,,,,2016-06-24,2154844049.0,,2.0,Leonard J. Savage,,12528.0,leonard j savage,Leonard J. Savage,32971472.0,54.0,53.0,17449.0,2016-06-24
421,1916132677,26594,,Journal,анализ полезности при выборе среди альтернатив предполагающих риск,"Анализ полезности при выборе среди альтернатив, предполагающих риск",,1958,1958-01-01,,,95323914.0,,,,,,,0,0,0,Journal of Political Economy,,,,2016-06-24,2328689955.0,,1.0,Milton Friedman,,11742.0,milton friedman,Milton Friedman,165690674.0,494.0,394.0,55058.0,2016-06-24
422,2062677059,18155,10.1086/261957,Journal,a theory of conformity,A Theory of Conformity,,1994,1994-10-01,,The University of Chicago Press,95323914.0,,,102.0,5.0,841.0,877.0,28,1331,2309,Journal of Political Economy,,,,2016-06-24,1709076177.0,,1.0,B. Douglas Bernheim,,13120.0,b douglas bernheim,B. Douglas Bernheim,97018004.0,251.0,143.0,17678.0,2016-06-24
423,203569965,27277,10.1080/08911916.1994.11643883,Journal,the workers movement and the state in russia considerations on power intelligentsia and people,"The Workers’ Movement and the State in Russia: Considerations on “Power,” “Intelligentsia,” and “People”",,1994,1994-06-01,2016-01-28,Informa UK Limited,113957626.0,,,24.0,2.0,73.0,111.0,1,0,0,International Journal of Political Economy,,,,2016-06-24,2328844336.0,,1.0,Melanie Tatur,,18559.0,melanie tatur,Melanie Tatur,,10.0,10.0,29.0,2016-06-24
424,1981424678,29805,10.1086/254576,Journal,a re appraisal of cournot s theory of duopoly price,A Re-Appraisal of Cournot's Theory of Duopoly Price,,1934,1934-02-01,,The University of Chicago Press,95323914.0,,,42.0,1.0,80.0,105.0,0,8,8,Journal of Political Economy,,,,2016-06-24,2690988297.0,,1.0,A. J. Nichol,,20150.0,a j nichol,A. J. Nichol,,1.0,1.0,8.0,2017-06-30
425,3091596315,22556,10.1590/0101-31572002-1254,,orcamento e planejamento municipal um estudo de caso,Orçamento e planejamento municipal: um estudo de caso,,2002,2002-04-01,2002-06-01,Centro de Economia Política,,,,22.0,2.0,334.0,354.0,0,2,2,Brazilian Journal of Political Economy,,,,2020-10-08,2104762908.0,16371252.0,2.0,Marco Antonio Montoya,Universidade de Passo Fundo - Brasil,17199.0,marco antonio montoya,Marco Antonio Montoya,16371252.0,46.0,42.0,40.0,2016-06-24
425,3091596315,22556,10.1590/0101-31572002-1254,,orcamento e planejamento municipal um estudo de caso,Orçamento e planejamento municipal: um estudo de caso,,2002,2002-04-01,2002-06-01,Centro de Economia Política,,,,22.0,2.0,334.0,354.0,0,2,2,Brazilian Journal of Political Economy,,,,2020-10-08,3089894282.0,16371252.0,1.0,Eloi Dalla Vecchia,"Professor da Faculdade de Economia e Administração da Universidade de Passo Fundo – UPF, Passo Fundo/RS, Brasil.",20435.0,eloi dalla vecchia,Eloi Dalla Vecchia,16371252.0,1.0,1.0,2.0,2020-10-08
426,2063891670,24497,10.1086/256880,Journal,the pure theory of government finance a suggested approach,The Pure Theory of Government Finance: A Suggested Approach,,1949,1949-12-01,,The University of Chicago Press,95323914.0,,,57.0,6.0,496.0,505.0,0,162,243,Journal of Political Economy,,,,2016-06-24,3193025789.0,,1.0,James M. Buchanan,,12268.0,james m buchanan,James M. Buchanan,40120149.0,944.0,916.0,55100.0,2021-08-16
427,2059637357,25916,10.1086/257923,Journal,a note on the cost of children s mortality,A Note on the Cost of Children's Mortality,,1957,1957-06-01,,The University of Chicago Press,95323914.0,,,65.0,3.0,257.0,262.0,0,4,4,Journal of Political Economy,,,,2016-06-24,2127098530.0,,1.0,W. Lee Hansen,,14477.0,w lee hansen,W. Lee Hansen,135310074.0,119.0,114.0,2574.0,2016-06-24
428,2517749477,28472,10.1086/260125,Journal,economic development an ecological approach john m culbertson,Economic Development: An Ecological Approach. John M. Culbertson,,1973,1973-09-01,,,95323914.0,,,81.0,5.0,1278.0,1279.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2675258350.0,,1.0,S. G. Triantis,,21226.0,s g triantis,S. G. Triantis,,1.0,1.0,0.0,2017-06-30
429,2086811669,31259,10.1086/256362,Journal,elementary statistics and applications fundamentals of the theory of statistics james g smith acheson j duncan,"Elementary Statistics and Applications: Fundamentals of the Theory of Statistics. James G. Smith , Acheson J. Duncan",,1946,1946-06-01,,,95323914.0,,,54.0,3.0,279.0,279.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2332085189.0,,2.0,Frances A. Marans,,21226.0,frances a marans,Frances A. Marans,,1.0,1.0,0.0,2016-06-24
429,2086811669,31259,10.1086/256362,Journal,elementary statistics and applications fundamentals of the theory of statistics james g smith acheson j duncan,"Elementary Statistics and Applications: Fundamentals of the Theory of Statistics. James G. Smith , Acheson J. Duncan",,1946,1946-06-01,,,95323914.0,,,54.0,3.0,279.0,279.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2722733939.0,,1.0,John H. Smith,,21226.0,john h smith,John H. Smith,,1.0,1.0,0.0,2017-06-30
430,2513923412,33492,10.1086/253582,Journal,american railroads government control and reconstruction policies william j cunningham,American Railroads: Government Control and Reconstruction Policies. William J. Cunningham,,1924,1924-02-01,,,95323914.0,,,32.0,1.0,131.0,133.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2336272980.0,,1.0,Stuart Daggett,,19122.0,stuart daggett,Stuart Daggett,,8.0,8.0,1.0,2016-06-24
431,1997576956,22295,10.1016/0176-2680(93)90029-T,Journal,post war unemployment in the netherlands,Post-war unemployment in the Netherlands,,1993,1993-03-01,2002-03-22,North-Holland,100134864.0,,,9.0,1.0,73.0,112.0,26,12,12,European Journal of Political Economy,,,,2016-06-24,2103412574.0,887064364.0,1.0,Joop Hartog,"University of Amsterdam Amsterdam, Netherlands.",14334.0,joop hartog,Joop Hartog,887064364.0,333.0,280.0,5292.0,2016-06-24
431,1997576956,22295,10.1016/0176-2680(93)90029-T,Journal,post war unemployment in the netherlands,Post-war unemployment in the Netherlands,,1993,1993-03-01,2002-03-22,North-Holland,100134864.0,,,9.0,1.0,73.0,112.0,26,12,12,European Journal of Political Economy,,,,2016-06-24,2689534115.0,121797337.0,2.0,Jules Theeuwes,University of Leiden Leiden Netherlands,15987.0,jules theeuwes,Jules Theeuwes,887064364.0,59.0,56.0,705.0,2017-06-30
432,1539097260,27624,10.1016/0176-2680(91)90058-B,Journal,cheating the government the economics of evasion,Cheating the government — The economics of evasion,,1991,1991-04-01,,Elsevier BV,100134864.0,,,7.0,1.0,119.0,120.0,0,0,0,European Journal of Political Economy,,,,2016-06-24,2319973965.0,,1.0,Gunnar Thorlund Jepsen,,21226.0,gunnar thorlund jepsen,Gunnar Thorlund Jepsen,,1.0,1.0,0.0,2016-06-24
433,2058265730,32091,10.1086/255197,Journal,the anomalous course of south african gold mining since 1925,The Anomalous Course of South African Gold Mining Since 1925,,1938,1938-04-01,,The University of Chicago Press,95323914.0,,,46.0,2.0,176.0,201.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2261838360.0,,1.0,Philip S. Brown,,21226.0,philip s brown,Philip S. Brown,,1.0,1.0,0.0,2016-06-24
434,2161807839,22939,10.1086/259607,Journal,taxation substitution and industrial location,"Taxation, Substitution, and Industrial Location",,1970,1970-01-01,,The University of Chicago Press,95323914.0,,,78.0,1.0,112.0,132.0,3,64,96,Journal of Political Economy,,,,2016-06-24,3125493953.0,,1.0,Jr. Charles E. McLure,,17908.0,jr charles e mclure,Jr. Charles E. McLure,,2.0,2.0,83.0,2021-02-01
435,2125449526,19144,10.1086/669786,Journal,criminal recidivism after prison and electronic monitoring,Criminal Recidivism after Prison and Electronic Monitoring,,2013,2013-02-01,2009-12-01,"University of Chicago PressChicago, IL",95323914.0,,,121.0,1.0,28.0,73.0,60,89,290,Journal of Political Economy,2125449526.0,18649.0,,2016-06-24,2278264657.0,232641801.0,2.0,Ernesto Santiago Schargrodsky,Torcuato Di Tella University.,15134.0,ernesto schargrodsky,Ernesto Schargrodsky,232641801.0,97.0,65.0,3220.0,2016-06-24
435,2125449526,19144,10.1086/669786,Journal,criminal recidivism after prison and electronic monitoring,Criminal Recidivism after Prison and Electronic Monitoring,,2013,2013-02-01,2009-12-01,"University of Chicago PressChicago, IL",95323914.0,,,121.0,1.0,28.0,73.0,60,89,290,Journal of Political Economy,2125449526.0,18649.0,,2016-06-24,2332609059.0,136199984.0,1.0,Rafael Di Tella,Harvard Business School ,13899.0,rafael di tella,Rafael Di Tella,136199984.0,241.0,181.0,10693.0,2016-06-24
436,3121569857,21028,10.1111/J.0036-9292.2005.00331.X,Journal,apprentices and young workers a study of the norwegian youth labour market,APPRENTICES AND YOUNG WORKERS: A STUDY OF THE NORWEGIAN YOUTH LABOUR MARKET,,2005,2005-02-01,2005-02-23,Blackwell Publishing,111496547.0,,,52.0,1.0,1.0,17.0,9,31,63,Scottish Journal of Political Economy,3121569857.0,20375.0,,2021-02-01,307910701.0,4432739.0,1.0,Jan Erik Askilden,University Of Bergen;,19171.0,jan erik askilden,Jan Erik Askilden,4432739.0,3.0,2.0,38.0,2016-06-24
436,3121569857,21028,10.1111/J.0036-9292.2005.00331.X,Journal,apprentices and young workers a study of the norwegian youth labour market,APPRENTICES AND YOUNG WORKERS: A STUDY OF THE NORWEGIAN YOUTH LABOUR MARKET,,2005,2005-02-01,2005-02-23,Blackwell Publishing,111496547.0,,,52.0,1.0,1.0,17.0,9,31,63,Scottish Journal of Political Economy,3121569857.0,20375.0,,2021-02-01,2078127400.0,4432739.0,2.0,Øivind Anti Nilsen,University Of Bergen;,15459.0,oivind anti nilsen,Øivind Anti Nilsen,931913249.0,108.0,61.0,1089.0,2016-06-24
437,3122041236,21750,10.1111/SJPE.12111,Journal,slower growth and vulnerability to recession updating china s global impact,Slower Growth and Vulnerability to Recession: Updating China's Global Impact,,2016,2016-01-16,2016-01-16,Wiley-Blackwell,111496547.0,,,63.0,1.0,66.0,88.0,30,4,4,Scottish Journal of Political Economy,3122041236.0,20666.0,,2021-02-01,2028983759.0,177877127.0,1.0,Rodney Tyers,University of Western Australia and Australian National University,15609.0,rod tyers,Rod Tyers,177877127.0,136.0,92.0,753.0,2016-06-24
438,3123117640,19944,10.1086/693686,Journal,gender gaps in performance evidence from young lawyers,Gender Gaps in Performance: Evidence from Young Lawyers,,2017,2017-08-22,,"University of Chicago PressChicago, IL",95323914.0,,,125.0,5.0,1306.0,1355.0,49,40,172,Journal of Political Economy,3123117640.0,19665.0,,2021-02-01,2082605797.0,170486558.0,1.0,Ghazala Azmat,Pompeu Fabra Univ.,15920.0,ghazala azmat,Ghazala Azmat,205092303.0,80.0,50.0,1144.0,2016-06-24
438,3123117640,19944,10.1086/693686,Journal,gender gaps in performance evidence from young lawyers,Gender Gaps in Performance: Evidence from Young Lawyers,,2017,2017-08-22,,"University of Chicago PressChicago, IL",95323914.0,,,125.0,5.0,1306.0,1355.0,49,40,172,Journal of Political Economy,3123117640.0,19665.0,,2021-02-01,2676304750.0,170486558.0,2.0,Rosa Ferrer,Pompeu Fabra Univ.,17750.0,rosa ferrer,Rosa Ferrer,170486558.0,17.0,12.0,111.0,2017-06-30
439,3124051064,20389,10.1086/520646,Journal,intergenerational risk sharing in the spirit of arrow debreu and rawls with applications to social security design,"Intergenerational risk sharing in the spirit of arrow, debreu, and rawls, with applications to social security design",,2007,2007-08-01,2001-05-01,University of Chicago Press,95323914.0,,,115.0,4.0,523.0,547.0,9,76,173,Journal of Political Economy,3124051064.0,19584.0,,2021-02-01,2102669565.0,,1.0,Laurence Ball,,13455.0,laurence ball,Laurence Ball,145311948.0,209.0,95.0,9667.0,2016-06-24
439,3124051064,20389,10.1086/520646,Journal,intergenerational risk sharing in the spirit of arrow debreu and rawls with applications to social security design,"Intergenerational risk sharing in the spirit of arrow, debreu, and rawls, with applications to social security design",,2007,2007-08-01,2001-05-01,University of Chicago Press,95323914.0,,,115.0,4.0,523.0,547.0,9,76,173,Journal of Political Economy,3124051064.0,19584.0,,2021-02-01,2111470836.0,,2.0,N. Gregory Mankiw,,12204.0,n gregory mankiw,N. Gregory Mankiw,136199984.0,373.0,237.0,37795.0,2016-06-24
440,3124811202,20902,10.1016/J.EJPOLECO.2014.09.005,Journal,group size and decision rules in legislative bargaining,Group size and decision rules in legislative bargaining,,2015,2015-03-01,2014-10-05,North-Holland,100134864.0,,,37.0,1.0,288.0,302.0,22,13,13,European Journal of Political Economy,3124811202.0,20511.0,,2021-02-01,2170247429.0,223822909.0,2.0,Christoph Vanberg,"University of Heidelberg, Department of Economics, Bergheimer Str.58, 69115 Heidelberg, Germany",17017.0,christoph vanberg,Christoph Vanberg,223822909.0,39.0,21.0,430.0,2016-06-24
440,3124811202,20902,10.1016/J.EJPOLECO.2014.09.005,Journal,group size and decision rules in legislative bargaining,Group size and decision rules in legislative bargaining,,2015,2015-03-01,2014-10-05,North-Holland,100134864.0,,,37.0,1.0,288.0,302.0,22,13,13,European Journal of Political Economy,3124811202.0,20511.0,,2021-02-01,2308121524.0,169108374.0,1.0,Luis Miguel Miller,"University of the Basque Country, School of Economics, Av. Lehendakari Aguirre 83, 48015 Bilbao, Spain",16402.0,luis miller,Luis Miller,169108374.0,78.0,58.0,669.0,2016-06-24
441,2516176845,32370,10.1086/254765,Journal,a history of greek public finance a m andreades carroll n brown,"A History of Greek Public Finance. A. M. Andreades , Carroll N. Brown",,1935,1935-04-01,,,95323914.0,,,43.0,2.0,261.0,264.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2313735028.0,,1.0,W. S. Ferguson,,21226.0,w s ferguson,W. S. Ferguson,,1.0,1.0,0.0,2016-06-24
442,2496395660,25677,,Journal,economics of contract law and breach,Economics of Contract Law and Breach,,2000,2000-02-01,,Kyushu University,95323914.0,,,66.0,5.0,25.0,41.0,0,0,0,Journal of Political Economy,,,,2016-08-23,2724166352.0,,1.0,Moriki Hosoe,,20533.0,moriki hosoe,Moriki Hosoe,,2.0,2.0,0.0,2017-07-14
443,2567435366,25975,10.1080/08911916.1999.11643990,Journal,3 the european union and enlargement to the east 1999 2006,3. The European Union and Enlargement to the East (1999–2006),,1999,1999-06-01,2016-01-28,Taylor & Francis Journals,113957626.0,,,29.0,2.0,74.0,104.0,0,1,1,International Journal of Political Economy,,,,2017-01-06,583367442.0,,1.0,Manuel Ahijado Quintillán,,19217.0,manuel ahijado quintillan,Manuel Ahijado Quintillán,,6.0,6.0,5.0,2016-06-24
443,2567435366,25975,10.1080/08911916.1999.11643990,Journal,3 the european union and enlargement to the east 1999 2006,3. The European Union and Enlargement to the East (1999–2006),,1999,1999-06-01,2016-01-28,Taylor & Francis Journals,113957626.0,,,29.0,2.0,74.0,104.0,0,1,1,International Journal of Political Economy,,,,2017-01-06,2295351996.0,,2.0,Rubén Osuna Guerrero,,18519.0,ruben osuna guerrero,Rubén Osuna Guerrero,,12.0,12.0,41.0,2016-06-24
444,2515117075,32887,10.1086/254157,Journal,the economic development of post war france william f ogburn william jaffe,"The Economic Development of Post-War France. William F. Ogburn , William Jaffe",,1930,1930-12-01,,,95323914.0,,,38.0,6.0,712.0,714.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2713230996.0,,1.0,Amos E. Taylor,,21226.0,amos e taylor,Amos E. Taylor,,1.0,1.0,0.0,2017-06-30
445,2514367766,36385,10.1086/250352,Journal,seventh annual report by the chief labor correspondent on trade unions 1893 with statistical tables,"Seventh Annual Report by the Chief Labor Correspondent on Trade Unions (1893), with Statistical Tables.",,1896,1896-03-01,,,95323914.0,,,4.0,2.0,261.0,263.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2313023320.0,,1.0,Carlos C. Closson,,18087.0,carlos c closson,Carlos C. Closson,,21.0,21.0,35.0,2016-06-24
446,2395582594,21775,10.1111/SJPE.12108,Journal,european monetary unification a few lessons for east asia,European Monetary Unification: A Few Lessons for East Asia,,2016,2016-02-01,2016-01-16,Wiley-Blackwell Publishing Ltd.,111496547.0,,,63.0,1.0,7.0,17.0,9,2,2,Scottish Journal of Political Economy,,,,2016-06-24,2608503630.0,909854389.0,1.0,Paul De Grauwe,London  School of Economics,13518.0,paul de grauwe,Paul De Grauwe,909854389.0,704.0,553.0,9578.0,2017-05-05
447,2056836467,22483,10.1016/S0176-2680(00)00036-7,Journal,protectionist response to import competition in declining industries reconsidered,Protectionist response to import competition in declining industries reconsidered,,2001,2001-03-01,2001-02-27,Elsevier,100134864.0,,,17.0,1.0,193.0,201.0,14,9,9,European Journal of Political Economy,,,,2016-06-24,1975450112.0,87216513.0,1.0,Jay Pil Choi,Department of Economics; Michigan State University; East Lansing MI 48824 USA,14669.0,jay pil choi,Jay Pil Choi,87216513.0,171.0,102.0,3579.0,2016-06-24
448,1988885390,34663,10.1086/252228,Journal,valuation of railroads in the state of washington,Valuation of Railroads in the State of Washington,,1913,1913-04-01,,The University of Chicago Press,95323914.0,,,21.0,4.0,332.0,344.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2288724801.0,,1.0,Abraham Berglund,,19270.0,abraham berglund,Abraham Berglund,,7.0,7.0,1.0,2016-06-24
449,2071988429,19459,10.1086/250095,Journal,price discovery and learning during the preopening period in the paris bourse,Price Discovery and Learning during the Preopening Period in the Paris Bourse,,1999,1999-12-01,,The University of Chicago Press,95323914.0,,,107.0,6.0,1218.0,1248.0,36,267,392,Journal of Political Economy,,,,2016-06-24,64227133.0,,3.0,Chester S. Spatt,,14436.0,chester s spatt,Chester S. Spatt,74973139.0,112.0,90.0,4662.0,2016-06-24
